geneSymbol,cluster.name,comb.ES,comb.p,comb.padj,comb.ES.rank,comb.positive.freq,sig.N,sig.freq,total.N,ES.max,ES.max.p.adj,TF,kinase,epigenetic regulation,secretory,membrane,enzyme,drug target (FDA),drug target (potential)
TNFSF8,CD4.c08(CREM+ Tm),0.15 ,4.42E-04,2.65E-03,523,31.38%,2,0.14 ,14,0.53 ,2.69E-05,,,,,TRUE,,,
ISG20L2,CD4.c08(CREM+ Tm),0.15 ,1.40E-05,1.44E-04,524,24.39%,3,0.21 ,14,0.42 ,4.48E-04,,,,,,,,
TRMT10C,CD4.c08(CREM+ Tm),0.15 ,3.55E-04,2.22E-03,525,24.39%,3,0.21 ,14,0.53 ,1.94E-06,,,,,,TRUE,,TRUE
IL18RAP,CD4.c08(CREM+ Tm),0.15 ,8.79E-06,9.74E-05,526,7.11%,3,0.21 ,14,0.46 ,1.44E-04,,,,,TRUE,,,
KMT2C,CD4.c08(CREM+ Tm),0.15 ,7.82E-10,2.85E-08,527,29.63%,1,0.07 ,14,0.30 ,2.85E-03,,,,,,TRUE,,TRUE
AKIRIN2,CD4.c08(CREM+ Tm),0.15 ,2.78E-04,1.80E-03,528,38.50%,1,0.07 ,14,0.49 ,2.21E-11,,,,,,,,
CCL5,CD4.c09(CCL5+ Tm),1.21 ,4.52E-60,1.06E-56,1,84.50%,14,1.00 ,14,1.90 ,2.56E-161,,TRUE,,TRUE,TRUE,,,
GZMA,CD4.c09(CCL5+ Tm),0.97 ,1.85E-53,3.11E-50,2,72.57%,13,0.93 ,14,1.36 ,2.01E-59,,,,TRUE,,TRUE,,
ANXA1,CD4.c09(CCL5+ Tm),0.85 ,8.38E-46,6.17E-43,3,76.00%,13,0.93 ,14,1.24 ,2.34E-69,,,,TRUE,,,TRUE,
GZMK,CD4.c09(CCL5+ Tm),0.78 ,3.75E-14,1.26E-12,4,50.68%,10,0.71 ,14,1.53 ,2.48E-25,,,,TRUE,,TRUE,,
ZFP36L2,CD4.c09(CCL5+ Tm),0.68 ,1.20E-46,1.09E-43,5,76.18%,13,0.93 ,14,1.13 ,8.38E-58,TRUE,,,,,,,
CXCR4,CD4.c09(CCL5+ Tm),0.67 ,1.24E-45,8.14E-43,6,74.68%,13,0.93 ,14,1.12 ,2.92E-13,,,,,TRUE,,TRUE,
XCL1,CD4.c09(CCL5+ Tm),0.61 ,1.16E-10,2.24E-09,7,17.68%,9,0.64 ,14,1.57 ,2.99E-67,,,,TRUE,,,,
ALOX5AP,CD4.c09(CCL5+ Tm),0.59 ,1.83E-31,4.39E-29,8,68.14%,12,0.86 ,14,1.06 ,2.12E-10,,,,,TRUE,,,
GLUL,CD4.c09(CCL5+ Tm),0.58 ,1.43E-21,1.41E-19,9,36.11%,10,0.71 ,14,1.40 ,1.28E-28,,,,,,TRUE,,TRUE
CD40LG,CD4.c09(CCL5+ Tm),0.58 ,1.97E-25,2.94E-23,10,62.86%,12,0.86 ,14,1.12 ,1.74E-56,,,,TRUE,TRUE,,,
ITGA1,CD4.c09(CCL5+ Tm),0.58 ,2.23E-16,1.07E-14,11,16.75%,10,0.71 ,14,1.12 ,3.12E-56,,,,,TRUE,,,
HOPX,CD4.c09(CCL5+ Tm),0.56 ,4.06E-14,1.35E-12,12,33.54%,10,0.71 ,14,1.24 ,9.99E-70,TRUE,,,,,,,
CCL4,CD4.c09(CCL5+ Tm),0.55 ,7.91E-09,1.02E-07,13,38.93%,10,0.71 ,14,1.67 ,7.61E-126,,,,TRUE,,,,
PARP8,CD4.c09(CCL5+ Tm),0.55 ,1.85E-33,4.94E-31,14,57.25%,12,0.86 ,14,0.89 ,9.65E-36,,,,,,TRUE,,
PTGER4,CD4.c09(CCL5+ Tm),0.54 ,1.47E-47,1.57E-44,15,57.04%,10,0.71 ,14,0.80 ,3.08E-17,,,,,TRUE,,TRUE,
CD69,CD4.c09(CCL5+ Tm),0.53 ,1.21E-31,2.96E-29,16,65.39%,10,0.71 ,14,1.01 ,9.07E-28,,,,,TRUE,,,
ZFP36,CD4.c09(CCL5+ Tm),0.53 ,1.63E-19,1.28E-17,17,66.04%,11,0.79 ,14,1.07 ,5.01E-31,,,TRUE,,,,,
XCL2,CD4.c09(CCL5+ Tm),0.51 ,8.39E-12,1.97E-10,18,12.29%,8,0.57 ,14,1.10 ,1.01E-32,,,,TRUE,,,,
CD99,CD4.c09(CCL5+ Tm),0.48 ,1.10E-33,3.08E-31,19,65.32%,12,0.86 ,14,0.84 ,9.84E-08,,,,,TRUE,,,
CLU,CD4.c09(CCL5+ Tm),0.48 ,1.75E-34,5.16E-32,20,15.29%,9,0.64 ,14,0.69 ,1.61E-29,,,,TRUE,,,,
GZMH,CD4.c09(CCL5+ Tm),0.47 ,4.55E-08,5.05E-07,21,29.68%,9,0.64 ,14,1.44 ,3.39E-93,,,,TRUE,,TRUE,,
STOM,CD4.c09(CCL5+ Tm),0.47 ,1.83E-20,1.60E-18,22,42.82%,11,0.79 ,14,0.89 ,3.97E-18,,,,,TRUE,,,
AOAH,CD4.c09(CCL5+ Tm),0.44 ,8.64E-16,3.70E-14,23,14.50%,8,0.57 ,14,0.85 ,2.08E-06,,,,TRUE,,TRUE,,
DUSP2,CD4.c09(CCL5+ Tm),0.43 ,1.31E-09,2.01E-08,24,59.00%,7,0.50 ,14,1.10 ,1.17E-32,,,,,,TRUE,,
IL7R,CD4.c09(CCL5+ Tm),0.42 ,4.39E-12,1.10E-10,25,68.21%,9,0.64 ,14,0.65 ,7.76E-19,,,,,TRUE,,,
IFNGR1,CD4.c09(CCL5+ Tm),0.42 ,7.67E-12,1.82E-10,26,39.14%,8,0.57 ,14,0.86 ,1.34E-06,,,,,TRUE,,TRUE,
CST7,CD4.c09(CCL5+ Tm),0.42 ,1.40E-17,8.08E-16,27,61.93%,10,0.71 ,14,0.79 ,9.37E-07,,,,TRUE,,,,
S100A10,CD4.c09(CCL5+ Tm),0.41 ,4.41E-29,9.27E-27,28,63.86%,7,0.50 ,14,0.70 ,6.20E-07,,,,,TRUE,,,
TC2N,CD4.c09(CCL5+ Tm),0.41 ,3.35E-13,9.67E-12,29,50.32%,7,0.50 ,14,0.91 ,2.65E-22,,,,,,,,
ANKRD28,CD4.c09(CCL5+ Tm),0.41 ,5.16E-12,1.27E-10,30,28.18%,8,0.57 ,14,0.84 ,2.22E-06,,,,,,,,
F2R,CD4.c09(CCL5+ Tm),0.40 ,2.20E-11,4.91E-10,31,20.71%,5,0.36 ,14,0.97 ,4.24E-42,,,,,TRUE,,TRUE,
BTG1,CD4.c09(CCL5+ Tm),0.40 ,3.17E-12,8.09E-11,32,60.43%,7,0.50 ,14,0.63 ,2.28E-29,,,,,,,,
MYADM,CD4.c09(CCL5+ Tm),0.39 ,2.42E-19,1.84E-17,33,44.86%,11,0.79 ,14,0.82 ,2.24E-07,,,,,TRUE,,,
RGCC,CD4.c09(CCL5+ Tm),0.38 ,5.29E-10,8.86E-09,34,54.36%,8,0.57 ,14,1.06 ,4.13E-30,,,,,,,,
ID2,CD4.c09(CCL5+ Tm),0.38 ,1.71E-33,4.69E-31,35,55.25%,8,0.57 ,14,0.53 ,1.65E-08,TRUE,,,,,,,
TNFAIP3,CD4.c09(CCL5+ Tm),0.38 ,1.85E-41,9.10E-39,36,58.29%,10,0.71 ,14,0.63 ,1.42E-04,,,,,,TRUE,,TRUE
THEMIS,CD4.c09(CCL5+ Tm),0.37 ,1.04E-17,6.26E-16,37,36.54%,7,0.50 ,14,0.67 ,1.99E-20,,,,,,,,
IFNG,CD4.c09(CCL5+ Tm),0.37 ,3.51E-10,6.11E-09,38,20.29%,7,0.50 ,14,0.85 ,2.62E-19,,,,TRUE,,,TRUE,
AHNAK,CD4.c09(CCL5+ Tm),0.37 ,2.55E-15,1.03E-13,39,60.57%,8,0.57 ,14,0.82 ,1.44E-30,,,,,,,,
CD96,CD4.c09(CCL5+ Tm),0.36 ,2.65E-27,4.52E-25,40,59.39%,9,0.64 ,14,0.57 ,1.11E-08,,,,,TRUE,,,
GLIPR1,CD4.c09(CCL5+ Tm),0.36 ,2.86E-22,3.06E-20,41,56.82%,8,0.57 ,14,0.83 ,4.06E-06,,,,,TRUE,,,
VIM,CD4.c09(CCL5+ Tm),0.36 ,4.68E-13,1.32E-11,42,60.11%,8,0.57 ,14,0.74 ,6.58E-15,,,,,,,,
PERP,CD4.c09(CCL5+ Tm),0.36 ,2.01E-13,6.04E-12,43,29.36%,6,0.43 ,14,0.73 ,8.61E-06,,,,,TRUE,,,
ERN1,CD4.c09(CCL5+ Tm),0.36 ,3.71E-13,1.06E-11,44,39.18%,5,0.36 ,14,0.64 ,2.00E-01,,TRUE,,,TRUE,TRUE,,
JUN,CD4.c09(CCL5+ Tm),0.35 ,2.46E-11,5.40E-10,45,54.64%,8,0.57 ,14,0.81 ,1.18E-17,TRUE,,,,,,TRUE,
CD52,CD4.c09(CCL5+ Tm),0.35 ,4.25E-13,1.21E-11,46,59.21%,10,0.71 ,14,0.70 ,2.58E-04,,,,,TRUE,,TRUE,
GPR171,CD4.c09(CCL5+ Tm),0.35 ,2.03E-15,8.41E-14,47,35.46%,6,0.43 ,14,0.78 ,2.17E-05,,,,,TRUE,,,
TUBA4A,CD4.c09(CCL5+ Tm),0.34 ,4.14E-11,8.71E-10,48,56.50%,7,0.50 ,14,0.72 ,7.73E-14,,,,,,,TRUE,
SRGN,CD4.c09(CCL5+ Tm),0.34 ,5.72E-09,7.71E-08,49,52.96%,5,0.36 ,14,0.89 ,1.13E-08,,,,,,,,
ADRB2,CD4.c09(CCL5+ Tm),0.34 ,2.48E-08,2.92E-07,50,13.43%,7,0.50 ,14,1.18 ,1.42E-37,,,,,TRUE,,TRUE,
CTSW,CD4.c09(CCL5+ Tm),0.34 ,3.60E-07,3.32E-06,51,27.07%,8,0.57 ,14,0.98 ,1.04E-11,,,,TRUE,,TRUE,,
RPS27,CD4.c09(CCL5+ Tm),0.34 ,2.63E-06,2.00E-05,52,61.64%,6,0.43 ,14,0.85 ,2.76E-19,,,,,,,,
TMSB4X,CD4.c09(CCL5+ Tm),0.34 ,2.95E-14,1.02E-12,53,52.32%,7,0.50 ,14,0.86 ,5.68E-08,,,,,,,,
FOSB,CD4.c09(CCL5+ Tm),0.33 ,1.10E-09,1.72E-08,54,42.54%,8,0.57 ,14,1.01 ,2.87E-11,TRUE,,,,,,,
GNAO1,CD4.c09(CCL5+ Tm),0.32 ,1.07E-13,3.34E-12,55,8.29%,6,0.43 ,14,0.52 ,7.43E-17,,,,,,,,
CLEC2B,CD4.c09(CCL5+ Tm),0.32 ,5.39E-09,7.32E-08,56,47.43%,9,0.64 ,14,0.63 ,8.48E-18,,,,,,,,
MATK,CD4.c09(CCL5+ Tm),0.32 ,5.10E-09,6.96E-08,57,15.46%,5,0.36 ,14,0.88 ,7.09E-35,,TRUE,,,,TRUE,,
TRAT1,CD4.c09(CCL5+ Tm),0.32 ,1.17E-16,5.86E-15,58,48.00%,8,0.57 ,14,0.62 ,2.03E-03,,,,,TRUE,,,
FKBP11,CD4.c09(CCL5+ Tm),0.32 ,9.00E-13,2.47E-11,59,34.07%,7,0.50 ,14,0.65 ,9.01E-04,,,,,TRUE,TRUE,,
FOS,CD4.c09(CCL5+ Tm),0.31 ,7.56E-09,9.85E-08,60,50.46%,4,0.29 ,14,0.82 ,3.12E-18,TRUE,,,,,,,
MCL1,CD4.c09(CCL5+ Tm),0.31 ,4.15E-12,1.04E-10,61,58.50%,7,0.50 ,14,0.71 ,1.80E-04,,,,,TRUE,,,
CAPG,CD4.c09(CCL5+ Tm),0.31 ,2.49E-08,2.93E-07,62,36.29%,6,0.43 ,14,0.73 ,7.44E-06,,,,,,,,
EMB,CD4.c09(CCL5+ Tm),0.31 ,1.51E-19,1.20E-17,63,56.36%,9,0.64 ,14,0.62 ,3.32E-04,,,,,TRUE,,,
CCNH,CD4.c09(CCL5+ Tm),0.31 ,7.77E-10,1.25E-08,64,51.14%,6,0.43 ,14,0.65 ,1.29E-04,,TRUE,,,,,,
CD44,CD4.c09(CCL5+ Tm),0.30 ,1.86E-16,9.10E-15,65,58.43%,8,0.57 ,14,0.69 ,7.84E-13,,,,TRUE,TRUE,,TRUE,
TMEM200A,CD4.c09(CCL5+ Tm),0.30 ,6.02E-10,9.93E-09,66,9.39%,6,0.43 ,14,0.79 ,1.30E-05,,,,,TRUE,,,
DHRS3,CD4.c09(CCL5+ Tm),0.30 ,1.31E-09,2.02E-08,67,18.61%,6,0.43 ,14,0.59 ,9.58E-08,,,,,TRUE,TRUE,,
TPRG1,CD4.c09(CCL5+ Tm),0.30 ,3.12E-14,1.08E-12,68,8.96%,7,0.50 ,14,0.58 ,1.73E-07,,,,,,,,
BHLHE40,CD4.c09(CCL5+ Tm),0.30 ,9.46E-10,1.50E-08,69,42.00%,8,0.57 ,14,0.74 ,2.23E-33,TRUE,,,,,,,
NR4A2,CD4.c09(CCL5+ Tm),0.30 ,3.21E-04,1.43E-03,70,44.46%,5,0.36 ,14,1.32 ,3.43E-47,TRUE,,,,,,,
SCML4,CD4.c09(CCL5+ Tm),0.30 ,1.28E-10,2.44E-09,71,38.50%,7,0.50 ,14,0.65 ,8.89E-19,,,,,,,,
TGFBR2,CD4.c09(CCL5+ Tm),0.29 ,4.43E-26,7.05E-24,72,40.71%,6,0.43 ,14,0.44 ,2.50E-04,,TRUE,,,TRUE,TRUE,,TRUE
KLF6,CD4.c09(CCL5+ Tm),0.29 ,4.05E-19,2.94E-17,73,57.43%,7,0.50 ,14,0.60 ,6.84E-04,TRUE,,,,,,,
LINC-PINT,CD4.c09(CCL5+ Tm),0.29 ,6.15E-11,1.26E-09,74,50.39%,4,0.29 ,14,0.76 ,4.45E-05,,,,,,,,
SH3BGRL3,CD4.c09(CCL5+ Tm),0.29 ,1.46E-08,1.80E-07,75,54.39%,9,0.64 ,14,0.66 ,1.08E-04,,,,,,,,
IL18RAP,CD4.c09(CCL5+ Tm),0.28 ,4.13E-09,5.78E-08,76,11.21%,6,0.43 ,14,0.66 ,1.02E-19,,,,,TRUE,,,
CLIC5,CD4.c09(CCL5+ Tm),0.28 ,1.98E-16,9.57E-15,77,11.64%,6,0.43 ,14,0.56 ,6.42E-07,,,,,,,,TRUE
NLRP3,CD4.c09(CCL5+ Tm),0.28 ,6.21E-12,1.50E-10,78,9.89%,4,0.29 ,14,0.61 ,2.31E-03,,,,,,,,
HCST,CD4.c09(CCL5+ Tm),0.28 ,1.02E-17,6.17E-16,79,58.11%,6,0.43 ,14,0.53 ,4.51E-17,,,,,TRUE,,,
SYTL2,CD4.c09(CCL5+ Tm),0.28 ,2.44E-06,1.87E-05,80,22.64%,5,0.36 ,14,0.73 ,5.35E-24,,,,,,,,
CPNE7,CD4.c09(CCL5+ Tm),0.28 ,2.76E-17,1.50E-15,81,12.14%,7,0.50 ,14,0.64 ,1.07E-03,,,,,,,,
PIK3R1,CD4.c09(CCL5+ Tm),0.28 ,5.24E-06,3.66E-05,82,50.04%,5,0.36 ,14,0.96 ,8.72E-25,,,,,,,,
PTGDR,CD4.c09(CCL5+ Tm),0.27 ,5.81E-10,9.63E-09,83,9.07%,6,0.43 ,14,0.51 ,2.70E-19,,,,,TRUE,,,TRUE
KLRB1,CD4.c09(CCL5+ Tm),0.27 ,6.26E-05,3.39E-04,84,44.00%,5,0.36 ,14,0.81 ,2.95E-29,,,,,TRUE,,,
TSC22D3,CD4.c09(CCL5+ Tm),0.27 ,1.29E-06,1.04E-05,85,57.57%,3,0.21 ,14,0.82 ,2.10E-30,TRUE,,,,,,,
EOMES,CD4.c09(CCL5+ Tm),0.27 ,7.98E-09,1.03E-07,86,9.64%,5,0.36 ,14,0.88 ,2.38E-09,TRUE,,,,,,,
MVB12B,CD4.c09(CCL5+ Tm),0.27 ,1.49E-12,3.98E-11,87,8.07%,8,0.57 ,14,0.52 ,2.74E-12,,,,,,,,
SAMD3,CD4.c09(CCL5+ Tm),0.27 ,5.21E-06,3.65E-05,88,24.82%,7,0.50 ,14,0.65 ,2.48E-11,,,,,,,,
TSEN54,CD4.c09(CCL5+ Tm),0.27 ,1.17E-09,1.82E-08,89,30.36%,5,0.36 ,14,0.73 ,8.64E-05,,,,,,,,
FAM177A1,CD4.c09(CCL5+ Tm),0.27 ,1.49E-08,1.83E-07,90,48.68%,8,0.57 ,14,0.75 ,3.99E-06,,,,TRUE,,,,
CEBPD,CD4.c09(CCL5+ Tm),0.27 ,1.61E-13,4.89E-12,91,12.89%,5,0.36 ,14,0.62 ,1.61E-04,TRUE,,,,,,,
NAA50,CD4.c09(CCL5+ Tm),0.27 ,2.50E-09,3.62E-08,92,34.39%,5,0.36 ,14,0.65 ,9.01E-04,,,,,,TRUE,,
SLC7A5,CD4.c09(CCL5+ Tm),0.26 ,3.53E-06,2.60E-05,93,32.50%,5,0.36 ,14,0.82 ,3.79E-18,,,,,TRUE,,,
GZMM,CD4.c09(CCL5+ Tm),0.26 ,7.22E-14,2.32E-12,94,44.75%,4,0.29 ,14,0.79 ,1.04E-06,,,,TRUE,,TRUE,,
RARRES3,CD4.c09(CCL5+ Tm),0.26 ,1.13E-10,2.19E-09,95,57.96%,6,0.43 ,14,0.51 ,3.78E-08,,,,,TRUE,,,
GYG1,CD4.c09(CCL5+ Tm),0.26 ,7.24E-13,2.00E-11,96,28.36%,7,0.50 ,14,0.67 ,3.62E-12,,,,,,TRUE,,TRUE
RPS29,CD4.c09(CCL5+ Tm),0.26 ,1.49E-05,9.44E-05,97,56.86%,5,0.36 ,14,0.81 ,9.43E-30,,,,,,,,
DPP4,CD4.c09(CCL5+ Tm),0.26 ,5.66E-07,4.96E-06,98,23.07%,5,0.36 ,14,0.68 ,8.75E-29,,,,TRUE,TRUE,TRUE,TRUE,
SYTL3,CD4.c09(CCL5+ Tm),0.26 ,7.00E-05,3.75E-04,99,46.82%,4,0.29 ,14,0.87 ,4.67E-34,,,,,,,,
FASLG,CD4.c09(CCL5+ Tm),0.26 ,1.44E-08,1.78E-07,100,9.54%,8,0.57 ,14,0.66 ,4.79E-05,,,,TRUE,TRUE,,,
TNF,CD4.c09(CCL5+ Tm),0.26 ,3.20E-05,1.86E-04,101,26.07%,1,0.07 ,14,1.25 ,4.32E-42,,,,TRUE,,,TRUE,
SLC2A3,CD4.c09(CCL5+ Tm),0.26 ,7.00E-05,3.75E-04,102,53.21%,5,0.36 ,14,1.01 ,9.68E-28,,,,,TRUE,,,
DUSP6,CD4.c09(CCL5+ Tm),0.25 ,1.44E-10,2.71E-09,103,12.82%,4,0.29 ,14,0.54 ,3.14E-03,,,,,,TRUE,,TRUE
LCP1,CD4.c09(CCL5+ Tm),0.25 ,8.96E-17,4.56E-15,104,55.29%,4,0.29 ,14,0.47 ,1.31E-02,,,,,,,,
SKIL,CD4.c09(CCL5+ Tm),0.25 ,1.77E-06,1.39E-05,105,36.96%,4,0.29 ,14,0.76 ,2.60E-06,TRUE,,,,,,,
CD6,CD4.c09(CCL5+ Tm),0.25 ,3.21E-13,9.34E-12,106,54.00%,5,0.36 ,14,0.56 ,9.78E-10,,,,TRUE,TRUE,,,
CITED2,CD4.c09(CCL5+ Tm),0.25 ,3.67E-14,1.24E-12,107,46.75%,5,0.36 ,14,0.44 ,3.95E-02,TRUE,,,,,,,
S100A11,CD4.c09(CCL5+ Tm),0.24 ,5.76E-11,1.18E-09,108,55.86%,6,0.43 ,14,0.53 ,4.29E-03,,,,,,,,
CRIP1,CD4.c09(CCL5+ Tm),0.24 ,2.82E-08,3.28E-07,109,53.54%,6,0.43 ,14,0.66 ,1.98E-13,,,,,,,,
RPS3,CD4.c09(CCL5+ Tm),0.24 ,8.72E-05,4.54E-04,110,55.89%,6,0.43 ,14,0.77 ,5.41E-16,,,,,,TRUE,,
RAB27B,CD4.c09(CCL5+ Tm),0.24 ,1.02E-08,1.29E-07,111,5.00%,6,0.43 ,14,0.59 ,1.70E-15,,,,,,,,
DUSP1,CD4.c09(CCL5+ Tm),0.24 ,3.06E-08,3.54E-07,112,53.79%,5,0.36 ,14,0.60 ,6.94E-04,,,,,,TRUE,,
PDE4B,CD4.c09(CCL5+ Tm),0.24 ,3.62E-06,2.66E-05,113,49.68%,4,0.29 ,14,0.59 ,2.16E-21,,,,,,TRUE,TRUE,
MS4A1,CD4.c09(CCL5+ Tm),0.24 ,1.02E-13,3.21E-12,114,6.00%,3,0.21 ,14,0.41 ,7.01E-02,,,,,TRUE,,TRUE,
LYAR,CD4.c09(CCL5+ Tm),0.24 ,1.35E-04,6.69E-04,115,26.54%,5,0.36 ,14,0.60 ,1.42E-09,,,,,,,,
LEPROTL1,CD4.c09(CCL5+ Tm),0.24 ,4.66E-10,7.89E-09,116,55.82%,3,0.21 ,14,0.59 ,3.83E-03,,,,,TRUE,,,
RASGEF1B,CD4.c09(CCL5+ Tm),0.24 ,6.43E-08,6.91E-07,117,16.54%,4,0.29 ,14,0.54 ,3.29E-13,,,,,TRUE,,,
FCRL6,CD4.c09(CCL5+ Tm),0.24 ,1.36E-05,8.72E-05,118,7.18%,4,0.29 ,14,0.52 ,4.04E-03,,,,,TRUE,,,
AUTS2,CD4.c09(CCL5+ Tm),0.24 ,7.71E-06,5.23E-05,119,9.75%,5,0.36 ,14,0.66 ,1.08E-19,,,,,,,,
STK17A,CD4.c09(CCL5+ Tm),0.23 ,1.04E-10,2.02E-09,120,53.39%,2,0.14 ,14,0.52 ,1.04E-08,,TRUE,,,TRUE,TRUE,,
XBP1,CD4.c09(CCL5+ Tm),0.23 ,7.75E-06,5.25E-05,121,44.14%,6,0.43 ,14,0.50 ,7.91E-03,TRUE,,,,TRUE,,,
FAM46C,CD4.c09(CCL5+ Tm),0.23 ,5.17E-06,3.62E-05,122,43.18%,5,0.36 ,14,0.84 ,1.04E-07,,,,,,,,
SAMSN1,CD4.c09(CCL5+ Tm),0.23 ,3.50E-06,2.59E-05,123,50.96%,3,0.21 ,14,0.53 ,1.19E-12,,,,,,,,
PDCD4,CD4.c09(CCL5+ Tm),0.23 ,7.28E-09,9.52E-08,124,52.89%,5,0.36 ,14,0.49 ,1.20E-02,,,,,,,,
APOBEC3H,CD4.c09(CCL5+ Tm),0.23 ,5.74E-09,7.73E-08,125,16.32%,5,0.36 ,14,0.58 ,3.83E-03,,,,,,,,
TBX21,CD4.c09(CCL5+ Tm),0.22 ,1.11E-11,2.57E-10,126,18.75%,4,0.29 ,14,0.45 ,5.46E-02,TRUE,,,,,,,
DSE,CD4.c09(CCL5+ Tm),0.22 ,1.46E-08,1.80E-07,127,13.82%,4,0.29 ,14,0.54 ,8.19E-03,,,,,TRUE,TRUE,,TRUE
RPS27A,CD4.c09(CCL5+ Tm),0.22 ,5.49E-05,3.02E-04,128,54.54%,4,0.29 ,14,0.68 ,1.28E-20,,,,,,,,
TGFB1,CD4.c09(CCL5+ Tm),0.22 ,2.14E-08,2.55E-07,129,42.82%,5,0.36 ,14,0.61 ,4.78E-04,,,TRUE,TRUE,,,,
RPL23A,CD4.c09(CCL5+ Tm),0.22 ,3.54E-04,1.56E-03,130,55.50%,5,0.36 ,14,0.78 ,3.16E-16,,,,,,,,
APOBEC3G,CD4.c09(CCL5+ Tm),0.22 ,5.75E-08,6.26E-07,131,40.14%,3,0.21 ,14,0.53 ,4.29E-03,,,,,,,,
ADAM19,CD4.c09(CCL5+ Tm),0.22 ,1.22E-06,9.97E-06,132,26.46%,4,0.29 ,14,0.47 ,7.77E-14,,,,,TRUE,,,
RALGAPA1,CD4.c09(CCL5+ Tm),0.22 ,7.08E-06,4.83E-05,133,37.50%,3,0.21 ,14,0.82 ,2.91E-07,,,,,TRUE,,,
SMAD7,CD4.c09(CCL5+ Tm),0.22 ,2.87E-09,4.12E-08,134,13.11%,4,0.29 ,14,0.51 ,7.36E-03,TRUE,,,,,,,
CDKN1A,CD4.c09(CCL5+ Tm),0.22 ,3.52E-08,4.03E-07,135,35.64%,3,0.21 ,14,0.72 ,8.21E-14,,TRUE,,,,,,
IER2,CD4.c09(CCL5+ Tm),0.22 ,1.33E-04,6.62E-04,136,50.25%,4,0.29 ,14,0.98 ,4.04E-26,TRUE,,,,,,,
APBA2,CD4.c09(CCL5+ Tm),0.22 ,3.30E-13,9.55E-12,137,11.96%,4,0.29 ,14,0.49 ,1.34E-07,,,,,,,,
H3F3B,CD4.c09(CCL5+ Tm),0.22 ,5.56E-09,7.51E-08,138,51.39%,5,0.36 ,14,0.64 ,1.92E-04,,,,,,,,
YPEL5,CD4.c09(CCL5+ Tm),0.22 ,2.59E-05,1.54E-04,139,49.89%,4,0.29 ,14,1.08 ,6.74E-13,,,,,,,,
ATP1B1,CD4.c09(CCL5+ Tm),0.22 ,3.45E-05,1.99E-04,140,17.32%,2,0.14 ,14,0.50 ,3.68E-01,,,,,TRUE,,,
ITGA5,CD4.c09(CCL5+ Tm),0.22 ,4.21E-08,4.73E-07,141,13.29%,7,0.50 ,14,0.62 ,2.88E-10,,,,,TRUE,,,
ARAP2,CD4.c09(CCL5+ Tm),0.21 ,1.49E-09,2.27E-08,142,35.61%,2,0.14 ,14,0.34 ,1.38E-01,,,,,,,,
CXCR3,CD4.c09(CCL5+ Tm),0.21 ,8.60E-06,5.78E-05,143,39.75%,4,0.29 ,14,0.73 ,3.29E-14,,,,,TRUE,,,
EIF1,CD4.c09(CCL5+ Tm),0.21 ,4.20E-06,3.02E-05,144,52.07%,5,0.36 ,14,0.60 ,6.79E-04,,,TRUE,,,,,
GLIPR2,CD4.c09(CCL5+ Tm),0.21 ,1.59E-09,2.41E-08,145,32.07%,6,0.43 ,14,0.46 ,9.05E-05,,,,,,,,
CDK17,CD4.c09(CCL5+ Tm),0.21 ,1.30E-07,1.32E-06,146,33.36%,4,0.29 ,14,0.63 ,2.80E-04,,TRUE,,,,TRUE,,
MCOLN2,CD4.c09(CCL5+ Tm),0.21 ,8.96E-08,9.38E-07,147,10.89%,5,0.36 ,14,0.72 ,1.17E-05,,,,,TRUE,,,
EPHA1,CD4.c09(CCL5+ Tm),0.21 ,3.19E-13,9.32E-12,148,6.93%,4,0.29 ,14,0.66 ,4.27E-05,,TRUE,,,TRUE,TRUE,,
RPL30,CD4.c09(CCL5+ Tm),0.21 ,8.85E-04,3.46E-03,149,54.50%,5,0.36 ,14,0.72 ,5.95E-14,,,,,,,,
RNF19A,CD4.c09(CCL5+ Tm),0.21 ,4.24E-07,3.85E-06,150,50.18%,4,0.29 ,14,0.57 ,8.21E-09,,,,,TRUE,TRUE,,
EPHA4,CD4.c09(CCL5+ Tm),0.21 ,4.08E-04,1.76E-03,151,9.29%,4,0.29 ,14,0.88 ,5.37E-21,,TRUE,,,TRUE,TRUE,,
TGFBI,CD4.c09(CCL5+ Tm),0.21 ,4.98E-05,2.76E-04,152,6.71%,3,0.21 ,14,0.46 ,8.44E-07,,,,TRUE,,,,
PPP2R2B,CD4.c09(CCL5+ Tm),0.21 ,3.02E-13,8.87E-12,153,13.82%,5,0.36 ,14,0.37 ,7.90E-04,,,,,,,,
MPZL3,CD4.c09(CCL5+ Tm),0.20 ,3.15E-10,5.55E-09,154,22.64%,3,0.21 ,14,0.50 ,1.82E-11,,,,,TRUE,,,
IL2,CD4.c09(CCL5+ Tm),0.20 ,1.25E-08,1.56E-07,155,7.00%,6,0.43 ,14,0.71 ,1.87E-04,,,,TRUE,,,,
TGFBR3,CD4.c09(CCL5+ Tm),0.20 ,1.28E-15,5.43E-14,156,16.71%,5,0.36 ,14,0.52 ,6.30E-03,,TRUE,,TRUE,TRUE,,,
USP36,CD4.c09(CCL5+ Tm),0.20 ,2.02E-05,1.24E-04,157,33.54%,3,0.21 ,14,0.60 ,2.30E-22,,,,,,TRUE,,
